0.0000__128.0000, 0.9757__128.0000, 1.9515__128.0000, 2.9276__128.0000, 3.9040__128.0000, 4.8809__128.0000, 5.8585__128.0000, 6.8368__128.0000, 7.8159__128.0000, 8.7959__128.0000, 9.7769__128.0000, 10.7590__128.0000, 11.7422__128.0000, 12.7267__128.0000, 13.7124__128.0000, 14.6994__128.0000, 15.6876__128.0000, 16.6772__128.0000, 17.6682__128.0000, 18.6604__128.0000, 19.6539__128.0000, 20.6486__128.0000, 21.6447__128.0000, 22.6420__128.0000, 23.6405__128.0000, 24.6401__128.0000, 25.6409__128.0000, 26.6428__128.0000, 27.6456__128.0000, 28.6495__128.0000, 29.6543__128.0000, 30.6601__128.0000, 31.6668__128.0000, 32.6745__128.0000, 33.6830__128.0000, 34.6923__128.0000, 35.7024__128.0000, 36.7134__128.0000, 37.7252__128.0000, 38.7377__128.0000, 39.7511__128.0000, 40.7653__128.0000, 41.7802__128.0000, 42.7959__128.0000, 43.8125__128.0000, 44.8298__128.0000, 45.8478__128.0000, 46.8667__128.0000, 47.8863__128.0000, 48.9067__128.0000, 49.9278__128.0000, 50.9496__128.0000, 51.9721__128.0000, 52.9952__128.0000, 54.0190__128.0000, 55.0433__128.0000, 56.0681__128.0000, 57.0934__128.0000, 58.1191__128.0000, 59.1452__128.0000, 60.1716__128.0000, 61.1982__128.0000, 62.2248__128.0000, 63.2514__128.0000, 64.2782__128.0000, 65.3048__128.0000, 66.3311__128.0000, 67.3573__128.0000, 68.3832__128.0000, 69.4086__128.0000, 70.4337__128.0000, 71.4583__128.0000, 72.4823__128.0000, 73.5058__128.0000, 74.5286__128.0000, 75.5508__128.0000, 76.5723__128.0000, 77.5931__128.0000, 78.6131__128.0000, 79.6324__128.0000, 80.6509__128.0000, 81.6685__128.0000, 82.6852__128.0000, 83.7010__128.0000, 84.7159__128.0000, 85.7298__128.0000, 86.7425__128.0000, 87.7541__128.0000, 88.7647__128.0000, 89.7741__128.0000, 90.7824__128.0000, 91.7892__128.0000, 92.7947__128.0000, 93.7988__128.0000, 94.8014__128.0000, 95.8026__128.0000, 96.8024__128.0000, 97.8006__128.0000, 98.7972__128.0000, 99.7921__128.0000, 100.7854__128.0000, 101.7771__128.0000, 102.7670__128.0000, 103.7553__128.0000, 104.7418__128.0000, 105.7267__128.0000, 106.7099__128.0000, 107.6914__128.0000, 108.6712__128.0000, 109.6493__128.0000, 110.6259__128.0000, 111.6008__128.0000, 112.5743__128.0000, 113.5462__128.0000, 114.5167__128.0000, 115.4859__128.0000, 116.4537__128.0000, 117.4204__128.0000, 118.3859__128.0000, 119.3504__128.0000, 120.3139__128.0000, 121.2766__128.0000, 122.2385__128.0000, 123.1997__128.0000, 124.1605__128.0000, 125.1207__128.0000, 126.0807__128.0000, 127.0404__128.0000, 128.0000__128.0000, 
0.0000__127.0420, 0.9756__127.0421, 1.9514__127.0423, 2.9274__127.0426, 3.9038__127.0430, 4.8806__127.0436, 5.8581__127.0442, 6.8364__127.0450, 7.8154__127.0458, 8.7954__127.0468, 9.7764__127.0478, 10.7584__127.0489, 11.7417__127.0500, 12.7261__127.0512, 13.7118__127.0524, 14.6987__127.0536, 15.6870__127.0549, 16.6766__127.0562, 17.6675__127.0575, 18.6597__127.0586, 19.6532__127.0599, 20.6480__127.0611, 21.6441__127.0623, 22.6415__127.0634, 23.6399__127.0645, 24.6396__127.0655, 25.6404__127.0667, 26.6423__127.0675, 27.6451__127.0685, 28.6490__127.0694, 29.6539__127.0703, 30.6597__127.0712, 31.6665__127.0721, 32.6741__127.0728, 33.6826__127.0737, 34.6919__127.0743, 35.7020__127.0751, 36.7130__127.0759, 37.7248__127.0766, 38.7374__127.0773, 39.7507__127.0780, 40.7649__127.0788, 41.7799__127.0795, 42.7956__127.0802, 43.8121__127.0809, 44.8294__127.0816, 45.8475__127.0823, 46.8663__127.0831, 47.8860__127.0837, 48.9064__127.0844, 49.9275__127.0850, 50.9493__127.0856, 51.9718__127.0862, 52.9950__127.0868, 54.0187__127.0874, 55.0431__127.0878, 56.0679__127.0882, 57.0933__127.0887, 58.1190__127.0889, 59.1451__127.0893, 60.1715__127.0895, 61.1981__127.0897, 62.2248__127.0896, 63.2515__127.0897, 64.2782__127.0898, 65.3048__127.0895, 66.3313__127.0893, 67.3575__127.0892, 68.3834__127.0887, 69.4088__127.0884, 70.4339__127.0880, 71.4585__127.0876, 72.4826__127.0871, 73.5061__127.0865, 74.5289__127.0859, 75.5511__127.0854, 76.5727__127.0847, 77.5935__127.0841, 78.6135__127.0834, 79.6328__127.0828, 80.6513__127.0819, 81.6689__127.0812, 82.6856__127.0803, 83.7014__127.0796, 84.7163__127.0786, 85.7302__127.0778, 86.7430__127.0765, 87.7547__127.0757, 88.7653__127.0746, 89.7747__127.0737, 90.7829__127.0723, 91.7898__127.0711, 92.7953__127.0699, 93.7995__127.0686, 94.8022__127.0671, 95.8033__127.0658, 96.8031__127.0645, 97.8014__127.0629, 98.7979__127.0614, 99.7929__127.0599, 100.7862__127.0583, 101.7779__127.0567, 102.7678__127.0551, 103.7561__127.0534, 104.7426__127.0518, 105.7275__127.0502, 106.7107__127.0486, 107.6922__127.0470, 108.6720__127.0453, 109.6501__127.0437, 110.6267__127.0421, 111.6016__127.0406, 112.5750__127.0391, 113.5469__127.0377, 114.5174__127.0363, 115.4865__127.0349, 116.4543__127.0337, 117.4210__127.0325, 118.3864__127.0314, 119.3509__127.0304, 120.3143__127.0295, 121.2770__127.0287, 122.2388__127.0280, 123.2000__127.0274, 124.1607__127.0269, 125.1209__127.0265, 126.0808__127.0262, 127.0404__127.0260, 128.0000__127.0260, 
0.0000__126.0839, 0.9754__126.0840, 1.9510__126.0844, 2.9268__126.0850, 3.9030__126.0859, 4.8797__126.0870, 5.8571__126.0883, 6.8351__126.0898, 7.8141__126.0916, 8.7939__126.0934, 9.7748__126.0955, 10.7568__126.0977, 11.7399__126.0999, 12.7243__126.1024, 13.7099__126.1048, 14.6968__126.1073, 15.6851__126.1098, 16.6747__126.1124, 17.6656__126.1149, 18.6579__126.1173, 19.6514__126.1198, 20.6463__126.1222, 21.6424__126.1247, 22.6397__126.1268, 23.6383__126.1290, 24.6380__126.1311, 25.6389__126.1334, 26.6408__126.1351, 27.6437__126.1371, 28.6477__126.1389, 29.6526__126.1407, 30.6585__126.1424, 31.6653__126.1442, 32.6729__126.1457, 33.6814__126.1473, 34.6907__126.1487, 35.7009__126.1503, 36.7119__126.1518, 37.7237__126.1532, 38.7363__126.1547, 39.7497__126.1561, 40.7638__126.1576, 41.7788__126.1590, 42.7945__126.1604, 43.8110__126.1619, 44.8284__126.1632, 45.8465__126.1646, 46.8654__126.1661, 47.8850__126.1674, 48.9054__126.1688, 49.9265__126.1700, 50.9484__126.1713, 51.9709__126.1725, 52.9941__126.1736, 54.0179__126.1747, 55.0424__126.1756, 56.0673__126.1766, 57.0928__126.1774, 58.1186__126.1780, 59.1448__126.1786, 60.1712__126.1790, 61.1978__126.1793, 62.2247__126.1794, 63.2515__126.1794, 64.2783__126.1794, 65.3050__126.1791, 66.3316__126.1787, 67.3579__126.1783, 68.3838__126.1776, 69.4094__126.1769, 70.4346__126.1761, 71.4592__126.1752, 72.4834__126.1742, 73.5069__126.1731, 74.5298__126.1719, 75.5521__126.1708, 76.5736__126.1695, 77.5945__126.1682, 78.6146__126.1668, 79.6339__126.1655, 80.6524__126.1639, 81.6700__126.1623, 82.6868__126.1606, 83.7027__126.1591, 84.7176__126.1572, 85.7315__126.1555, 86.7445__126.1532, 87.7563__126.1515, 88.7670__126.1492, 89.7764__126.1472, 90.7847__126.1447, 91.7916__126.1423, 92.7973__126.1398, 93.8015__126.1372, 94.8043__126.1343, 95.8056__126.1317, 96.8054__126.1290, 97.8036__126.1258, 98.8002__126.1228, 99.7952__126.1198, 100.7886__126.1166, 101.7803__126.1135, 102.7703__126.1101, 103.7585__126.1069, 104.7451__126.1037, 105.7300__126.1004, 106.7132__126.0971, 107.6946__126.0939, 108.6744__126.0906, 109.6525__126.0873, 110.6290__126.0842, 111.6039__126.0811, 112.5772__126.0781, 113.5491__126.0752, 114.5194__126.0725, 115.4885__126.0698, 116.4562__126.0673, 117.4227__126.0649, 118.3880__126.0628, 119.3523__126.0607, 120.3156__126.0589, 121.2781__126.0573, 122.2398__126.0559, 123.2009__126.0546, 124.1614__126.0536, 125.1214__126.0529, 126.0811__126.0523, 127.0406__126.0519, 128.0000__126.0518, 
0.0000__125.1255, 0.9751__125.1257, 1.9504__125.1263, 2.9259__125.1273, 3.9018__125.1286, 4.8782__125.1302, 5.8553__125.1322, 6.8331__125.1345, 7.8118__125.1371, 8.7914__125.1400, 9.7721__125.1431, 10.7540__125.1464, 11.7370__125.1498, 12.7212__125.1535, 13.7068__125.1571, 14.6937__125.1609, 15.6819__125.1647, 16.6715__125.1685, 17.6624__125.1723, 18.6547__125.1760, 19.6484__125.1797, 20.6433__125.1834, 21.6395__125.1870, 22.6369__125.1903, 23.6356__125.1936, 24.6354__125.1968, 25.6363__125.2000, 26.6383__125.2029, 27.6414__125.2057, 28.6454__125.2085, 29.6505__125.2111, 30.6565__125.2137, 31.6633__125.2162, 32.6709__125.2186, 33.6794__125.2209, 34.6888__125.2232, 35.6991__125.2254, 36.7101__125.2277, 37.7219__125.2299, 38.7345__125.2320, 39.7479__125.2342, 40.7620__125.2363, 41.7770__125.2385, 42.7927__125.2406, 43.8093__125.2428, 44.8266__125.2449, 45.8448__125.2470, 46.8636__125.2491, 47.8833__125.2511, 48.9037__125.2531, 49.9249__125.2551, 50.9468__125.2570, 51.9694__125.2588, 52.9927__125.2605, 54.0166__125.2621, 55.0412__125.2636, 56.0663__125.2650, 57.0918__125.2662, 58.1178__125.2672, 59.1442__125.2680, 60.1708__125.2686, 61.1975__125.2691, 62.2245__125.2693, 63.2516__125.2694, 64.2785__125.2691, 65.3054__125.2688, 66.3322__125.2683, 67.3586__125.2675, 68.3846__125.2666, 69.4104__125.2655, 70.4357__125.2642, 71.4604__125.2629, 72.4846__125.2614, 73.5083__125.2597, 74.5313__125.2580, 75.5536__125.2562, 76.5753__125.2543, 77.5962__125.2523, 78.6164__125.2503, 79.6357__125.2481, 80.6543__125.2459, 81.6720__125.2436, 82.6889__125.2411, 83.7049__125.2386, 84.7199__125.2360, 85.7339__125.2332, 86.7469__125.2302, 87.7590__125.2273, 88.7698__125.2240, 89.7793__125.2208, 90.7876__125.2172, 91.7947__125.2136, 92.8004__125.2098, 93.8048__125.2059, 94.8078__125.2017, 95.8092__125.1976, 96.8090__125.1934, 97.8073__125.1888, 98.8040__125.1843, 99.7991__125.1797, 100.7925__125.1749, 101.7843__125.1702, 102.7743__125.1653, 103.7626__125.1604, 104.7493__125.1555, 105.7341__125.1506, 106.7173__125.1456, 107.6987__125.1408, 108.6784__125.1358, 109.6565__125.1309, 110.6329__125.1262, 111.6077__125.1216, 112.5809__125.1171, 113.5526__125.1127, 114.5229__125.1085, 115.4917__125.1045, 116.4592__125.1008, 117.4255__125.0972, 118.3906__125.0939, 119.3547__125.0909, 120.3178__125.0881, 121.2800__125.0857, 122.2415__125.0835, 123.2022__125.0817, 124.1625__125.0802, 125.1223__125.0790, 126.0817__125.0781, 127.0409__125.0776, 128.0000__125.0775, 
0.0000__124.1668, 0.9747__124.1671, 1.9495__124.1678, 2.9245__124.1691, 3.9000__124.1709, 4.8761__124.1731, 5.8527__124.1758, 6.8302__124.1789, 7.8086__124.1824, 8.7879__124.1863, 9.7684__124.1904, 10.7500__124.1949, 11.7328__124.1995, 12.7170__124.2044, 13.7024__124.2094, 14.6892__124.2144, 15.6774__124.2196, 16.6670__124.2247, 17.6580__124.2298, 18.6503__124.2348, 19.6441__124.2398, 20.6391__124.2446, 21.6354__124.2494, 22.6330__124.2539, 23.6318__124.2584, 24.6318__124.2626, 25.6328__124.2667, 26.6349__124.2707, 27.6381__124.2745, 28.6423__124.2782, 29.6475__124.2817, 30.6535__124.2850, 31.6604__124.2883, 32.6682__124.2915, 33.6768__124.2946, 34.6862__124.2977, 35.6965__124.3007, 36.7075__124.3036, 37.7193__124.3065, 38.7319__124.3094, 39.7453__124.3123, 40.7595__124.3151, 41.7745__124.3180, 42.7902__124.3209, 43.8068__124.3237, 44.8241__124.3266, 45.8423__124.3294, 46.8612__124.3321, 47.8809__124.3349, 48.9014__124.3376, 49.9226__124.3402, 50.9446__124.3428, 51.9673__124.3452, 52.9908__124.3475, 54.0148__124.3497, 55.0395__124.3518, 56.0648__124.3535, 57.0905__124.3551, 58.1167__124.3565, 59.1433__124.3576, 60.1701__124.3584, 61.1972__124.3590, 62.2244__124.3595, 63.2517__124.3595, 64.2789__124.3591, 65.3060__124.3588, 66.3329__124.3580, 67.3596__124.3568, 68.3859__124.3557, 69.4118__124.3542, 70.4372__124.3525, 71.4621__124.3506, 72.4865__124.3486, 73.5102__124.3465, 74.5333__124.3442, 75.5558__124.3417, 76.5775__124.3392, 77.5985__124.3366, 78.6188__124.3339, 79.6383__124.3309, 80.6569__124.3280, 81.6748__124.3249, 82.6918__124.3218, 83.7079__124.3183, 84.7230__124.3148, 85.7372__124.3110, 86.7504__124.3074, 87.7626__124.3032, 88.7736__124.2990, 89.7833__124.2944, 90.7918__124.2899, 91.7990__124.2850, 92.8050__124.2799, 93.8095__124.2747, 94.8126__124.2693, 95.8142__124.2636, 96.8141__124.2578, 97.8125__124.2519, 98.8094__124.2459, 99.8046__124.2397, 100.7981__124.2334, 101.7899__124.2270, 102.7800__124.2204, 103.7684__124.2139, 104.7550__124.2073, 105.7399__124.2007, 106.7231__124.1941, 107.7044__124.1875, 108.6841__124.1809, 109.6621__124.1745, 110.6384__124.1681, 111.6130__124.1619, 112.5861__124.1559, 113.5576__124.1500, 114.5276__124.1444, 115.4963__124.1390, 116.4635__124.1340, 117.4295__124.1292, 118.3943__124.1248, 119.3581__124.1207, 120.3208__124.1170, 121.2827__124.1137, 122.2438__124.1109, 123.2042__124.1084, 124.1641__124.1064, 125.1234__124.1048, 126.0825__124.1037, 127.0413__124.1030, 128.0000__124.1027, 
0.0000__123.2076, 0.9741__123.2079, 1.9483__123.2089, 2.9228__123.2105, 3.8978__123.2127, 4.8733__123.2156, 5.8495__123.2190, 6.8265__123.2229, 7.8044__123.2274, 8.7834__123.2323, 9.7635__123.2376, 10.7448__123.2432, 11.7275__123.2491, 12.7114__123.2552, 13.6967__123.2615, 14.6835__123.2679, 15.6716__123.2744, 16.6612__123.2809, 17.6522__123.2873, 18.6447__123.2937, 19.6385__123.2999, 20.6337__123.3060, 21.6302__123.3119, 22.6279__123.3177, 23.6269__123.3233, 24.6271__123.3286, 25.6283__123.3335, 26.6306__123.3387, 27.6340__123.3434, 28.6383__123.3479, 29.6436__123.3523, 30.6497__123.3565, 31.6568__123.3605, 32.6646__123.3645, 33.6733__123.3683, 34.6828__123.3722, 35.6931__123.3759, 36.7042__123.3795, 37.7161__123.3831, 38.7287__123.3868, 39.7421__123.3904, 40.7563__123.3939, 41.7713__123.3975, 42.7870__123.4011, 43.8036__123.4046, 44.8209__123.4082, 45.8391__123.4118, 46.8580__123.4152, 47.8778__123.4187, 48.8984__123.4221, 49.9197__123.4254, 50.9418__123.4286, 51.9646__123.4317, 52.9882__123.4346, 54.0125__123.4374, 55.0374__123.4400, 56.0628__123.4423, 57.0888__123.4442, 58.1152__123.4460, 59.1421__123.4474, 60.1693__123.4485, 61.1967__123.4493, 62.2242__123.4497, 63.2517__123.4498, 64.2793__123.4494, 65.3068__123.4488, 66.3339__123.4478, 67.3609__123.4465, 68.3875__123.4449, 69.4135__123.4431, 70.4392__123.4409, 71.4643__123.4386, 72.4889__123.4360, 73.5128__123.4333, 74.5360__123.4304, 75.5586__123.4274, 76.5804__123.4242, 77.6016__123.4209, 78.6219__123.4175, 79.6415__123.4138, 80.6604__123.4102, 81.6784__123.4063, 82.6955__123.4024, 83.7117__123.3981, 84.7271__123.3938, 85.7415__123.3890, 86.7549__123.3847, 87.7672__123.3792, 88.7784__123.3741, 89.7884__123.3682, 90.7972__123.3627, 91.8046__123.3566, 92.8108__123.3502, 93.8155__123.3437, 94.8188__123.3370, 95.8206__123.3298, 96.8207__123.3224, 97.8193__123.3151, 98.8163__123.3075, 99.8116__123.2997, 100.8052__123.2918, 101.7972__123.2838, 102.7873__123.2757, 103.7758__123.2674, 104.7625__123.2591, 105.7474__123.2508, 106.7305__123.2425, 107.7119__123.2342, 108.6914__123.2260, 109.6693__123.2179, 110.6455__123.2099, 111.6200__123.2020, 112.5928__123.1944, 113.5641__123.1870, 114.5338__123.1800, 115.5021__123.1732, 116.4691__123.1668, 117.4347__123.1608, 118.3991__123.1553, 119.3625__123.1502, 120.3248__123.1455, 121.2862__123.1414, 122.2468__123.1378, 123.2067__123.1347, 124.1661__123.1321, 125.1250__123.1301, 126.0835__123.1287, 127.0418__123.1279, 128.0000__123.1276, 
0.0000__122.2477, 0.9734__122.2481, 1.9469__122.2493, 2.9207__122.2512, 3.8949__122.2540, 4.8698__122.2575, 5.8454__122.2616, 6.8218__122.2665, 7.7992__122.2719, 8.7777__122.2779, 9.7574__122.2843, 10.7384__122.2912, 11.7208__122.2984, 12.7045__122.3058, 13.6896__122.3135, 14.6763__122.3214, 15.6645__122.3292, 16.6541__122.3371, 17.6452__122.3448, 18.6377__122.3527, 19.6317__122.3602, 20.6271__122.3676, 21.6238__122.3746, 22.6217__122.3816, 23.6209__122.3883, 24.6213__122.3947, 25.6228__122.4007, 26.6253__122.4068, 27.6289__122.4124, 28.6334__122.4178, 29.6388__122.4230, 30.6451__122.4280, 31.6523__122.4328, 32.6604__122.4376, 33.6692__122.4421, 34.6788__122.4467, 35.6891__122.4511, 36.7002__122.4555, 37.7121__122.4598, 38.7247__122.4641, 39.7381__122.4684, 40.7523__122.4727, 41.7673__122.4770, 42.7831__122.4813, 43.7996__122.4856, 44.8170__122.4899, 45.8351__122.4941, 46.8542__122.4984, 47.8740__122.5025, 48.8947__122.5067, 49.9161__122.5107, 50.9383__122.5146, 51.9613__122.5184, 52.9851__122.5219, 54.0095__122.5253, 55.0346__122.5284, 56.0604__122.5312, 57.0867__122.5337, 58.1135__122.5358, 59.1407__122.5376, 60.1682__122.5389, 61.1961__122.5399, 62.2240__122.5403, 63.2519__122.5403, 64.2799__122.5401, 65.3077__122.5391, 66.3352__122.5380, 67.3625__122.5364, 68.3894__122.5344, 69.4158__122.5321, 70.4417__122.5296, 71.4670__122.5267, 72.4918__122.5236, 73.5159__122.5203, 74.5393__122.5168, 75.5620__122.5131, 76.5840__122.5093, 77.6053__122.5053, 78.6258__122.5012, 79.6455__122.4969, 80.6645__122.4925, 81.6827__122.4879, 82.7000__122.4831, 83.7164__122.4781, 84.7320__122.4729, 85.7467__122.4674, 86.7603__122.4618, 87.7728__122.4556, 88.7843__122.4493, 89.7946__122.4425, 90.8038__122.4356, 91.8115__122.4284, 92.8179__122.4207, 93.8229__122.4128, 94.8264__122.4047, 95.8283__122.3961, 96.8288__122.3872, 97.8276__122.3785, 98.8248__122.3693, 99.8203__122.3599, 100.8141__122.3504, 101.8061__122.3406, 102.7964__122.3310, 103.7849__122.3210, 104.7716__122.3110, 105.7566__122.3009, 106.7397__122.2909, 107.7210__122.2809, 108.7005__122.2709, 109.6782__122.2611, 110.6542__122.2514, 111.6285__122.2419, 112.6011__122.2327, 113.5721__122.2238, 114.5415__122.2152, 115.5094__122.2070, 116.4759__122.1993, 117.4411__122.1921, 118.4050__122.1853, 119.3679__122.1791, 120.3296__122.1735, 121.2905__122.1685, 122.2505__122.1641, 123.2099__122.1604, 124.1686__122.1573, 125.1269__122.1549, 126.0848__122.1532, 127.0424__122.1521, 128.0000__122.1518, 
0.0000__121.2870, 0.9725__121.2875, 1.9451__121.2889, 2.9181__121.2912, 3.8915__121.2945, 4.8656__121.2987, 5.8404__121.3036, 6.8162__121.3094, 7.7930__121.3159, 8.7709__121.3230, 9.7501__121.3306, 10.7307__121.3388, 11.7127__121.3474, 12.6962__121.3562, 13.6812__121.3654, 14.6677__121.3747, 15.6559__121.3840, 16.6455__121.3933, 17.6367__121.4025, 18.6295__121.4117, 19.6236__121.4206, 20.6192__121.4292, 21.6161__121.4375, 22.6144__121.4457, 23.6138__121.4535, 24.6144__121.4610, 25.6162__121.4681, 26.6191__121.4751, 27.6229__121.4816, 28.6276__121.4879, 29.6333__121.4939, 30.6398__121.4997, 31.6472__121.5054, 32.6554__121.5108, 33.6643__121.5161, 34.6740__121.5213, 35.6844__121.5264, 36.6955__121.5315, 37.7074__121.5365, 38.7201__121.5415, 39.7335__121.5465, 40.7477__121.5515, 41.7627__121.5565, 42.7784__121.5615, 43.7950__121.5666, 44.8124__121.5715, 45.8306__121.5765, 46.8496__121.5816, 47.8695__121.5865, 48.8902__121.5913, 49.9117__121.5960, 50.9341__121.6007, 51.9573__121.6052, 52.9812__121.6094, 54.0060__121.6134, 55.0314__121.6170, 56.0575__121.6204, 57.0842__121.6235, 58.1114__121.6259, 59.1390__121.6281, 60.1670__121.6297, 61.1952__121.6308, 62.2236__121.6313, 63.2521__121.6313, 64.2805__121.6310, 65.3087__121.6299, 66.3368__121.6284, 67.3644__121.6267, 68.3917__121.6242, 69.4185__121.6215, 70.4447__121.6184, 71.4703__121.6150, 72.4953__121.6113, 73.5196__121.6074, 74.5432__121.6032, 75.5661__121.5990, 76.5883__121.5945, 77.6097__121.5898, 78.6303__121.5850, 79.6502__121.5802, 80.6694__121.5750, 81.6877__121.5697, 82.7052__121.5640, 83.7219__121.5584, 84.7378__121.5523, 85.7528__121.5461, 86.7667__121.5391, 87.7795__121.5323, 88.7913__121.5249, 89.8020__121.5172, 90.8115__121.5089, 91.8196__121.5004, 92.8263__121.4915, 93.8317__121.4822, 94.8354__121.4726, 95.8376__121.4627, 96.8384__121.4524, 97.8375__121.4420, 98.8349__121.4312, 99.8305__121.4202, 100.8245__121.4091, 101.8167__121.3976, 102.8071__121.3863, 103.7957__121.3746, 104.7825__121.3628, 105.7675__121.3510, 106.7506__121.3392, 107.7319__121.3274, 108.7113__121.3157, 109.6889__121.3041, 110.6647__121.2927, 111.6387__121.2815, 112.6110__121.2707, 113.5816__121.2601, 114.5506__121.2500, 115.5181__121.2404, 116.4841__121.2313, 117.4487__121.2227, 118.4121__121.2148, 119.3743__121.2075, 120.3354__121.2009, 121.2956__121.1950, 122.2549__121.1898, 123.2136__121.1854, 124.1716__121.1818, 125.1291__121.1790, 126.0863__121.1770, 127.0432__121.1757, 128.0000__121.1753, 
0.0000__120.3253, 0.9714__120.3259, 1.9431__120.3276, 2.9150__120.3303, 3.8875__120.3342, 4.8606__120.3390, 5.8346__120.3449, 6.8095__120.3516, 7.7856__120.3592, 8.7629__120.3675, 9.7415__120.3765, 10.7216__120.3861, 11.7032__120.3961, 12.6864__120.4064, 13.6712__120.4171, 14.6577__120.4280, 15.6458__120.4388, 16.6355__120.4496, 17.6269__120.4603, 18.6198__120.4709, 19.6141__120.4812, 20.6100__120.4911, 21.6072__120.5008, 22.6058__120.5101, 23.6056__120.5190, 24.6066__120.5276, 25.6087__120.5359, 26.6119__120.5436, 27.6160__120.5511, 28.6211__120.5582, 29.6270__120.5650, 30.6337__120.5716, 31.6413__120.5781, 32.6496__120.5841, 33.6587__120.5902, 34.6685__120.5959, 35.6790__120.6017, 36.6902__120.6075, 37.7021__120.6132, 38.7147__120.6188, 39.7282__120.6245, 40.7423__120.6303, 41.7573__120.6360, 42.7730__120.6417, 43.7896__120.6475, 44.8070__120.6532, 45.8252__120.6589, 46.8443__120.6648, 47.8642__120.6704, 48.8850__120.6761, 49.9066__120.6815, 50.9292__120.6869, 51.9525__120.6921, 52.9767__120.6971, 54.0017__120.7018, 55.0275__120.7061, 56.0540__120.7100, 57.0812__120.7136, 58.1089__120.7165, 59.1370__120.7190, 60.1655__120.7209, 61.1943__120.7222, 62.2233__120.7228, 63.2524__120.7228, 64.2813__120.7223, 65.3100__120.7211, 66.3386__120.7194, 67.3667__120.7172, 68.3944__120.7144, 69.4217__120.7112, 70.4483__120.7076, 71.4742__120.7036, 72.4994__120.6993, 73.5240__120.6948, 74.5478__120.6899, 75.5709__120.6850, 76.5932__120.6798, 77.6147__120.6745, 78.6356__120.6690, 79.6556__120.6635, 80.6749__120.6576, 81.6935__120.6516, 82.7113__120.6452, 83.7283__120.6389, 84.7444__120.6319, 85.7597__120.6249, 86.7740__120.6169, 87.7873__120.6093, 88.7995__120.6007, 89.8106__120.5921, 90.8204__120.5825, 91.8290__120.5727, 92.8361__120.5626, 93.8418__120.5519, 94.8459__120.5408, 95.8485__120.5295, 96.8495__120.5178, 97.8489__120.5057, 98.8465__120.4933, 99.8425__120.4807, 100.8366__120.4679, 101.8290__120.4548, 102.8196__120.4416, 103.8083__120.4282, 104.7952__120.4147, 105.7802__120.4011, 106.7633__120.3875, 107.7445__120.3738, 108.7238__120.3603, 109.7013__120.3470, 110.6769__120.3337, 111.6506__120.3208, 112.6225__120.3082, 113.5927__120.2960, 114.5613__120.2843, 115.5282__120.2732, 116.4936__120.2626, 117.4576__120.2528, 118.4203__120.2436, 119.3818__120.2351, 120.3422__120.2275, 121.3016__120.2207, 122.2601__120.2148, 123.2179__120.2097, 124.1750__120.2055, 125.1317__120.2022, 126.0880__120.1999, 127.0441__120.1985, 128.0000__120.1980, 
