1,1915,1051,2659,1672,747,14298,18433
2801,1,1487,68516,11517,503,6701,3149
438,602,1,3728,3255,159,3966,929
4591,33670,2573,1,18755,6366,22464,11753
3597,7987,1442,28288,1,1498,14017,8239
1054,1204,51,3870,1105,1,4563,2606
12870,4542,3239,26888,15746,18291,1,35350
15589,2255,1900,16745,3497,5574,51020,1
